0,0,0,0.0016663,0.023419,0.042085,0.084397,0.12802,0.1798,0.22849,0.28854,0.33165,0.3666,0.39717,0.41453,0.39945,0.3901,0.37953,0.33785,0.29952,0.27514,0.22587,0.2004,0.17961,0.1439,0.11838,0.10747,0.090314,0.074323,0.062014
0,0,0,5.0271e-05,0.0069527,0.033656,0.053033,0.086597,0.12261,0.16746,0.20395,0.23704,0.26364,0.28648,0.29324,0.2886,0.27825,0.25408,0.23229,0.20579,0.18493,0.15177,0.12688,0.10705,0.090027,0.071141,0.059708,0.048544,0.034845,0.030427
0,0,0,0,7.7341e-05,0.0087897,0.030714,0.053318,0.083487,0.10981,0.13017,0.15742,0.17308,0.19459,0.18908,0.18937,0.17755,0.17093,0.14836,0.13201,0.11221,0.087989,0.075082,0.058544,0.042972,0.029802,0.020646,0.014118,0.006125,0.006706
0,0,0,0,0,0.00082091,0.0086334,0.026179,0.046536,0.063059,0.083311,0.096255,0.10643,0.11221,0.11584,0.11201,0.10618,0.092762,0.085238,0.068985,0.057596,0.040801,0.029831,0.018792,0.010663,0.0070969,0.0022897,0.00022691,0,0
0,0,0,0,0,0,5.4999e-05,0.0069968,0.015304,0.026435,0.033604,0.042475,0.050017,0.049631,0.049846,0.057812,0.051785,0.040707,0.034886,0.025756,0.017682,0.0051449,0.0014217,2.1826e-05,3.53e-05,0,0,0,0,0
0,0,0,0,0,0,0,0,3.1355e-06,0.00042923,0.0022395,0.0052922,0.0090248,0.01451,0.0082429,0.011325,0.0081705,0.0027168,0.0021921,0.00019797,5.829e-05,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.8396e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
